id:ID,label,file_type,category,source_file,labels:LABEL
paper_0032_slam_droid_splat_combining_end_to_end_slam_with_3d_gaussian_splatting,DROID-Splat Combining end-to-end SLAM with 3D Gaussian Splatting,document,SLAM,0032_[SLAM]_DROID-Splat Combining end-to-end SLAM with 3D Gaussian Splatting.md,Entity;Document;SLAM
paper_0033_slam_hi_slam2_geometry_aware_gaussian_slam_for_fast_monocular_scene_recons,HI-SLAM2 Geometry-Aware Gaussian SLAM for Fast Monocular Scene Recons,document,SLAM,0033_[SLAM]_HI-SLAM2 Geometry-Aware Gaussian SLAM for Fast Monocular Scene Recons.md,Entity;Document;SLAM
paper_0034_slam_flashslam_accelerated_rgb_d_slam_for_real_time_3d_scene_reconstruction,FlashSLAM Accelerated RGB-D SLAM for Real-Time 3D Scene Reconstruction,document,SLAM,0034_[SLAM]_FlashSLAM Accelerated RGB-D SLAM for Real-Time 3D Scene Reconstruction.md,Entity;Document;SLAM
paper_0035_slam_rgbds_slam_a_rgb_d_semantic_dense_slam_based_on_3d_multi_level_pyramid,RGBDS-SLAM A RGB-D Semantic Dense SLAM Based on 3D Multi Level Pyramid,document,SLAM,0035_[SLAM]_RGBDS-SLAM A RGB-D Semantic Dense SLAM Based on 3D Multi Level Pyramid.md,Entity;Document;SLAM
paper_0036_slam_rp_slam_real_time_photorealistic_slam_with_efficient_3d_gaussian_spl,RP-SLAM Real-time Photorealistic SLAM with Efficient 3D Gaussian Spl,document,SLAM,0036_[SLAM]_RP-SLAM Real-time Photorealistic SLAM with Efficient 3D Gaussian Spl.md,Entity;Document;SLAM
paper_0037_slam_nfl_ba_improving_endoscopic_sla_m_with_near_field_light_bundle_adju,NFL-BA Improving Endoscopic SLA M with Near-Field Light Bundle Adju,document,SLAM,0037_[SLAM]_NFL-BA Improving Endoscopic SLA M with Near-Field Light Bundle Adju.md,Entity;Document;SLAM
paper_0038_slam_mgs_slam_monocular_sparse_tracking_and_gaussian_mapping_with_depth_sm,MGS-SLAM Monocular Sparse Tracking and Gaussian Mapping with Depth Sm,document,SLAM,0038_[SLAM]_MGS-SLAM Monocular Sparse Tracking and Gaussian Mapping with Depth Sm.md,Entity;Document;SLAM
paper_0039_slam_panoslam_panoptic_3d_scene_reconstruction_via_gaussian_slam,PanoSLAM Panoptic 3D Scene Reconstruction via Gaussian SLAM,document,SLAM,0039_[SLAM]_PanoSLAM Panoptic 3D Scene Reconstruction via Gaussian SLAM.md,Entity;Document;SLAM
paper_0040_slam_scaffold_slam_structured_3d_gaussians_for_simultaneous_localization_and_ph,Scaffold-SLAM Structured 3D Gaussians for Simultaneous Localization and Ph,document,SLAM,0040_[SLAM]_Scaffold-SLAM Structured 3D Gaussians for Simultaneous Localization and Ph.md,Entity;Document;SLAM
paper_0041_slam_vings_mono_visual_inertial_gaussian_splatting_monocular_slam_in_large_s,VINGS-Mono Visual-Inertial Gaussian Splatting Monocular SLAM in Large S,document,SLAM,0041_[SLAM]_VINGS-Mono Visual-Inertial Gaussian Splatting Monocular SLAM in Large S.md,Entity;Document;SLAM
paper_0042_slam_vigs_slam_imu_based_large_scale_3d_gaussian_splatting_slam,VIGS SLAM IMU-based Large-Scale 3D Gaussian Splatting SLAM,document,SLAM,0042_[SLAM]_VIGS SLAM IMU-based Large-Scale 3D Gaussian Splatting SLAM.md,Entity;Document;SLAM
paper_0043_slam_garad_slam_3d_gaussian_splatting_for_real_time_anti_dynamic_slam,GARAD-SLAM 3D GAussian splatting for Real-time Anti Dynamic SLAM,document,SLAM,0043_[SLAM]_GARAD-SLAM 3D GAussian splatting for Real-time Anti Dynamic SLAM.md,Entity;Document;SLAM
paper_0044_slam_densesplat_densifying_gaussian_splatting_slam_with_neural_radiance_prio,DenseSplat Densifying Gaussian Splatting SLAM with Neural Radiance Prio,document,SLAM,0044_[SLAM]_DenseSplat Densifying Gaussian Splatting SLAM with Neural Radiance Prio.md,Entity;Document;SLAM
paper_0045_slam_gs_gvins_a_tightly_integrated_gnss_visual_inertial_navigation_system,GS-GVINS A Tightly-integrated GNSS-Visual-Inertial Navigation System,document,SLAM,0045_[SLAM]_GS-GVINS A Tightly-integrated GNSS-Visual-Inertial Navigation System.md,Entity;Document;SLAM
paper_0046_slam_hier_slam_neuro_symbolic_semantic_slam_with_a_hierarchically_categoric,Hier-SLAM++ Neuro-Symbolic Semantic SLAM with a Hierarchically Categoric,document,SLAM,0046_[SLAM]_Hier-SLAM++ Neuro-Symbolic Semantic SLAM with a Hierarchically Categoric.md,Entity;Document;SLAM
paper_0047,FGS-SLAM,document,,0047_[SLAM]_FGS-SLAM Fourier-based Gaussian Splatting for Real-time SLAM with Sparse and Dense Map.md,Entity;Document
paper_0047_slam_fgs_slam_fourier_based_gaussian_splatting_for_real_time_slam_with_spa,FGS-SLAM Fourier-based Gaussian Splatting for Real-time SLAM with Spa,document,SLAM,0047_[SLAM]_FGS-SLAM Fourier-based Gaussian Splatting for Real-time SLAM with Spa.md,Entity;Document;SLAM
paper_0048_slam_gigaslam_large_scale_monocular_slam_with_hierachical_gaussian_splats,GigaSLAM Large-Scale Monocular SLAM with Hierachical Gaussian Splats,document,SLAM,0048_[SLAM]_GigaSLAM Large-Scale Monocular SLAM with Hierachical Gaussian Splats.md,Entity;Document;SLAM
paper_0049_slam_dynagslam_real_time_gaussian_splatting_slam_for_online_rendering_trac,"DynaGSLAM Real-Time Gaussian-Splatting SLAM for Online Rendering, Trac",document,SLAM,"0049_[SLAM]_DynaGSLAM Real-Time Gaussian-Splatting SLAM for Online Rendering, Trac.md",Entity;Document;SLAM
paper_0050,GI-SLAM,document,,0050_[SLAM]_GI-SLAM Gaussian-Inertial SLAM.md,Entity;Document
paper_0050_slam_gi_slam_gaussian_inertial_slam,GI-SLAM Gaussian-Inertial SLAM,document,SLAM,0050_[SLAM]_GI-SLAM Gaussian-Inertial SLAM.md,Entity;Document;SLAM
paper_0051,STAMICS,document,,"0053_[SLAM]_STAMICS Splat, Track And Map with Integrated Consistency and Semantics for Dense RGB-.md",Entity;Document
paper_0051_slam_stamics_splat_track_and_map_with_integrated_consistency_and_semanti,"STAMICS Splat, Track And Map with Integrated Consistency and Semanti",document,SLAM,"0051_[SLAM]_STAMICS Splat, Track And Map with Integrated Consistency and Semanti.md",Entity;Document;SLAM
paper_0052_slam_wildgs_slam_monocular_gaussian_splatting_slam_in_dynamic_environments,WildGS-SLAM Monocular Gaussian Splatting SLAM in Dynamic Environments,document,SLAM,0052_[SLAM]_WildGS-SLAM Monocular Gaussian Splatting SLAM in Dynamic Environments.md,Entity;Document;SLAM
paper_0053,FGO-SLAM,document,,"0058_[SLAM]_FGO-SLAM Online Co-Design Optimization of Sensing, Computing, and Control for Gaussi.md",Entity;Document
paper_0053_slam_fgo_slam_enhancing_gaussian_slam_with_globally_consistent_opacity_rad,FGO-SLAM Enhancing Gaussian SLAM with Globally Consistent Opacity Rad,document,SLAM,0053_[SLAM]_FGO-SLAM Enhancing Gaussian SLAM with Globally Consistent Opacity Rad.md,Entity;Document;SLAM
paper_0054_slam_dy3dgs_slam_monocular_3dgs_slam_system_for_dynamic_environments,Dy3DGS-SLAM Monocular 3DGS-SLAM System for Dynamic Environments,document,SLAM,0054_[SLAM]_Dy3DGS-SLAM Monocular 3DGS-SLAM System for Dynamic Environments.md,Entity;Document;SLAM
paper_0055_slam_odhsr_online_dense_3d_reconstruction_of_humans_and_scenes_from_mon,ODHSR Online Dense 3D Reconstruction of Humans and Scenes from Mon,document,SLAM,0055_[SLAM]_ODHSR Online Dense 3D Reconstruction of Humans and Scenes from Mon.md,Entity;Document;SLAM
paper_0056_slam_tof_splatting_dense_slam_using_sparse_time_of_flight_depth_and_multi_frame,ToF-Splatting Dense SLAM using Sparse Time-of-Flight Depth and Multi-Frame,document,SLAM,0056_[SLAM]_ToF-Splatting Dense SLAM using Sparse Time-of-Flight Depth and Multi-Frame.md,Entity;Document;SLAM
paper_0057_slam_gsff_slam_3d_semantic_gaussian_splatting_slam_via_feature_field,GSFF-SLAM 3D Semantic Gaussian Splatting SLAM via Feature Field,document,SLAM,0057_[SLAM]_GSFF-SLAM 3D Semantic Gaussian Splatting SLAM via Feature Field.md,Entity;Document;SLAM
paper_0058_slam_gaus_slam_dense_rgb_d_slam_with_gaussian_surfels,GauS-SLAM Dense RGB-D SLAM with Gaussian Surfels,document,SLAM,0058_[SLAM]_GauS-SLAM Dense RGB-D SLAM with Gaussian Surfels.md,Entity;Document;SLAM
paper_0059_slam_add_slam_adaptive_dynamic_dense_slam_with_gaussian_splatting,ADD-SLAM Adaptive Dynamic Dense SLAM with Gaussian Splatting,document,SLAM,0059_[SLAM]_ADD-SLAM Adaptive Dynamic Dense SLAM with Gaussian Splatting.md,Entity;Document;SLAM
paper_0060_slam_up_slam_adaptively_structured_gaussian_slam_with_uncertainty_predict,UP-SLAM Adaptively Structured Gaussian SLAM with Uncertainty Predict,document,SLAM,0060_[SLAM]_UP-SLAM Adaptively Structured Gaussian SLAM with Uncertainty Predict.md,Entity;Document;SLAM
paper_0061_slam_4dtam_non_rigid_tracking_and_mapping_via_dynamic_surface_gaussians,4DTAM Non-Rigid Tracking and Mapping via Dynamic Surface Gaussians,document,SLAM,0061_[SLAM]_4DTAM Non-Rigid Tracking and Mapping via Dynamic Surface Gaussians.md,Entity;Document;SLAM
paper_0062_slam_vtgaussian_slam_rgbd_slam_for_large_scale_scenes_with_splatting_view_tied_3d,VTGaussian-SLAM RGBD SLAM for Large Scale Scenes with Splatting View-Tied 3D,document,SLAM,0062_[SLAM]_VTGaussian-SLAM RGBD SLAM for Large Scale Scenes with Splatting View-Tied 3D.md,Entity;Document;SLAM
paper_0063_slam_leg_slam_language_enhanced_gaussian_splatting_for_real_time_slam,LEG-SLAM Language-Enhanced Gaussian Splatting for Real-Time SLAM,document,SLAM,0063_[SLAM]_LEG-SLAM Language-Enhanced Gaussian Splatting for Real-Time SLAM.md,Entity;Document;SLAM
paper_0064_slam_gs4_generalizable_sparse_splatting_semantic_slam,GS4 Generalizable Sparse Splatting Semantic SLAM,document,SLAM,0064_[SLAM]_GS4 Generalizable Sparse Splatting Semantic SLAM.md,Entity;Document;SLAM
paper_0066_slam_lego_slam_language_embedded_gaussian_optimization_slam,LEGO-SLAM Language-Embedded Gaussian Optimization SLAM,document,SLAM,0066_[SLAM]_LEGO-SLAM Language-Embedded Gaussian Optimization SLAM.md,Entity;Document;SLAM
paper_0068_slam_splatonic_architectural_support_for_3d_gaussian_splatting_slam_via_spa,SPLATONIC Architectural Support for 3D Gaussian Splatting SLAM via Spa,document,SLAM,0068_[SLAM]_SPLATONIC Architectural Support for 3D Gaussian Splatting SLAM via Spa.md,Entity;Document;SLAM
paper_0069_slam_diskchungs_large_scale_3d_gaussian_slam_through_chunk_based_memory_mana,DiskChunGS Large-Scale 3D Gaussian SLAM Through Chunk-Based Memory Mana,document,SLAM,0069_[SLAM]_DiskChunGS Large-Scale 3D Gaussian SLAM Through Chunk-Based Memory Mana.md,Entity;Document;SLAM
paper_0070_slam_taming_the_light_illumination_invariant_semantic_3dgs_slam,Taming the Light Illumination-Invariant Semantic 3DGS-SLAM,document,SLAM,0070_[SLAM]_Taming the Light Illumination-Invariant Semantic 3DGS-SLAM.md,Entity;Document;SLAM
paper_0071_slam_sing3r_slam_submap_based_indoor_monocular_gaussian_slam_with_3d_reconstr,SING3R-SLAM Submap-based Indoor Monocular Gaussian SLAM with 3D Reconstr,document,SLAM,0071_[SLAM]_SING3R-SLAM Submap-based Indoor Monocular Gaussian SLAM with 3D Reconstr.md,Entity;Document;SLAM
paper_0072_slam_vigs_slam_visual_inertial_gaussian_splatting_slam,VIGS-SLAM Visual Inertial Gaussian Splatting SLAM,document,SLAM,0072_[SLAM]_VIGS-SLAM Visual Inertial Gaussian Splatting SLAM.md,Entity;Document;SLAM
paper_0073_robotics_ditto_building_digital_twins_of_articulated_objects_from_interacti,Ditto Building Digital Twins of Articulated Objects from Interacti,document,Robotics,0073_[Robotics]_Ditto Building Digital Twins of Articulated Objects from Interacti.md,Entity;Document;Robotics
paper_0074_robotics_relational_ndf_se_3_equivariant_relational_rearrangement_with_neural_descr,Relational-NDF SE(3)-Equivariant Relational Rearrangement with Neural Descr,document,Robotics,0074_[Robotics]_Relational-NDF SE(3)-Equivariant Relational Rearrangement with Neural Descr.md,Entity;Document;Robotics
paper_0075_robotics_neural_descriptor_fields_se_3_equivariant_object_representations_for_manipulation,Neural Descriptor Fields SE(3)-Equivariant Object Representations for Manipulation,document,Robotics,0075_[Robotics]_Neural Descriptor Fields SE(3)-Equivariant Object Representations for Manipulation.md,Entity;Document;Robotics
paper_0076_robotics_neural_motion_fields_encoding_grasp_trajectories_as_implicit_value_functions,Neural Motion Fields Encoding Grasp Trajectories as Implicit Value Functions,document,Robotics,0076_[Robotics]_Neural Motion Fields Encoding Grasp Trajectories as Implicit Value Functions.md,Entity;Document;Robotics
paper_0077_robotics_grasping_field_learning_implicit_representations_for_human_grasps,Grasping Field Learning Implicit Representations for Human Grasps,document,Robotics,0077_[Robotics]_Grasping Field Learning Implicit Representations for Human Grasps.md,Entity;Document;Robotics
paper_0078_robotics_dex_nerf_using_a_neural_radiance_field_to_grasp_transparent_objects,Dex-NeRF Using a Neural Radiance Field to Grasp Transparent Objects,document,Robotics,0078_[Robotics]_Dex-NeRF Using a Neural Radiance Field to Grasp Transparent Objects.md,Entity;Document;Robotics
paper_0079_robotics_nerf_supervision_learning_dense_object_descriptors_from_neural_radiance_field,NeRF-Supervision Learning Dense Object Descriptors from Neural Radiance Field,document,Robotics,0079_[Robotics]_NeRF-Supervision Learning Dense Object Descriptors from Neural Radiance Field.md,Entity;Document;Robotics
paper_0080_robotics_giga_synergies_between_affordance_and_geometry_6_dof_grasp_detec,GIGA Synergies Between Affordance and Geometry 6-DoF Grasp Detec,document,Robotics,0080_[Robotics]_GIGA Synergies Between Affordance and Geometry 6-DoF Grasp Detec.md,Entity;Document;Robotics
paper_0081,NeuralGrasps,document,,0069_[Robotics]_NeuralGrasps Learning Implicit Representations for Grasping of Unknown Objects.md,Entity;Document
paper_0081_robotics_neuralgrasps_learning_implicit_representations_for_grasps_of_multiple_rob,NeuralGrasps Learning Implicit Representations for Grasps of Multiple Rob,document,Robotics,0081_[Robotics]_NeuralGrasps Learning Implicit Representations for Grasps of Multiple Rob.md,Entity;Document;Robotics
paper_0082,ObjectFolder 1.0,document,,"0071_[Robotics]_ObjectFolder A Dataset of Objects with Implicit Visual, Auditory, and Tactile Re.md",Entity;Document
paper_0082_robotics_objectfolder_a_dataset_of_objects_with_implicit_visual_auditory_and_tac,"ObjectFolder A Dataset of Objects with Implicit Visual, Auditory, and Tac",document,Robotics,"0082_[Robotics]_ObjectFolder A Dataset of Objects with Implicit Visual, Auditory, and Tac.md",Entity;Document;Robotics
paper_0083_robotics_objectfolder_2_0_a_multisensory_object_dataset_for_sim2real_transfer,ObjectFolder 2.0 A Multisensory Object Dataset for Sim2Real Transfer,document,Robotics,0083_[Robotics]_ObjectFolder 2.0 A Multisensory Object Dataset for Sim2Real Transfer.md,Entity;Document;Robotics
paper_0084_robotics_nerf2real_sim2real_transfer_of_vision_guided_bipedal_motion_skills_usi,NeRF2Real Sim2real Transfer of Vision-guided Bipedal Motion Skills usi,document,Robotics,0084_[Robotics]_NeRF2Real Sim2real Transfer of Vision-guided Bipedal Motion Skills usi.md,Entity;Document;Robotics
paper_0085_robotics_local_neural_descriptor_fields_locally_conditioned_object_representations_for_manipulation,Local Neural Descriptor Fields Locally Conditioned Object Representations for Manipulation,document,Robotics,0085_[Robotics]_Local Neural Descriptor Fields Locally Conditioned Object Representations for Manipulation.md,Entity;Document;Robotics
paper_0086_robotics_siren_semantic_initialization_free_registration_of_multi_robot_ga,"SIREN Semantic, Initialization-Free Registration of Multi-Robot Ga",document,Robotics,"0086_[Robotics]_SIREN Semantic, Initialization-Free Registration of Multi-Robot Ga.md",Entity;Document;Robotics
paper_0087_robotics_transplat_surface_embedding_guided_3d_gaussian_splatting_for_transpare,TranSplat Surface Embedding-guided 3D Gaussian Splatting for Transpare,document,Robotics,0087_[Robotics]_TranSplat Surface Embedding-guided 3D Gaussian Splatting for Transpare.md,Entity;Document;Robotics
paper_0088_robotics_nerflow_neural_radiance_flow_for_4d_view_synthesis_and_video_process,NeRFlow Neural Radiance Flow for 4D View Synthesis and Video Process,document,Robotics,0088_[Robotics]_NeRFlow Neural Radiance Flow for 4D View Synthesis and Video Process.md,Entity;Document;Robotics
paper_0089_robotics_nerf_dy_3d_neural_scene_representations_for_visuomotor_control,NeRF-dy 3D Neural Scene Representations for Visuomotor Control,document,Robotics,0089_[Robotics]_NeRF-dy 3D Neural Scene Representations for Visuomotor Control.md,Entity;Document;Robotics
paper_0090_robotics_compnerfdyn_learning_multi_object_dynamics_with_compositional_neural_rad,CompNeRFdyn Learning Multi-Object Dynamics with Compositional Neural Rad,document,Robotics,0090_[Robotics]_CompNeRFdyn Learning Multi-Object Dynamics with Compositional Neural Rad.md,Entity;Document;Robotics
paper_0091_robotics_pifo_deep_visual_constraints_neural_implicit_models_for_manipula,PIFO Deep Visual Constraints Neural Implicit Models for Manipula,document,Robotics,0091_[Robotics]_PIFO Deep Visual Constraints Neural Implicit Models for Manipula.md,Entity;Document;Robotics
paper_0092_robotics_redsdf_regularized_deep_signed_distance_fields_for_reactive_motion,RedSDF Regularized Deep Signed Distance Fields for Reactive Motion,document,Robotics,0092_[Robotics]_RedSDF Regularized Deep Signed Distance Fields for Reactive Motion.md,Entity;Document;Robotics
paper_0093_robotics_esdf_sampling_free_obstacle_gradients_and_reactive_planning_in_ne,ESDF Sampling-free obstacle gradients and reactive planning in Ne,document,Robotics,0093_[Robotics]_ESDF Sampling-free obstacle gradients and reactive planning in Ne.md,Entity;Document;Robotics
paper_0094,CLIP-Fields,document,,0075_[Robotics]_CLIP-Fields Open-label semantic navigation with pre-trained VLMs and language gro.md,Entity;Document
paper_0094_robotics_clip_fields_weakly_supervised_semantic_fields_for_robotic_memory,CLIP-Fields Weakly Supervised Semantic Fields for Robotic Memory,document,Robotics,0094_[Robotics]_CLIP-Fields Weakly Supervised Semantic Fields for Robotic Memory.md,Entity;Document;Robotics
paper_0095_robotics_nerf_vins_a_real_time_neural_radiance_field_map_based_visual_inertial,NeRF-VINS A Real-time Neural Radiance Field Map-based Visual-Inertial,document,Robotics,0095_[Robotics]_NeRF-VINS A Real-time Neural Radiance Field Map-based Visual-Inertial.md,Entity;Document;Robotics
